CSIA_mag,CSIA_meridian,J0,J45
"{'od_mean': np.float64(0.6977638664431105), 'od_sd': np.float64(0.48847535036629386), 'os_mean': np.float64(0.8032077984882242), 'os_sd': np.float64(0.44715249543254304), 't': np.float64(-1.600183036133187), 'p_ttest': np.float64(0.11113641484822112), 'U': np.float64(4148.0), 'p_mannwhitney': np.float64(0.027596706632463927), 'cohens_d': np.float64(-0.2260763279507123)}","{'od_mean': np.float64(64.08506850724739), 'od_sd': np.float64(35.745200050183364), 'os_mean': np.float64(51.6497010771598), 'os_sd': np.float64(36.568138594936585), 't': np.float64(2.4317132250439504), 'p_ttest': np.float64(0.01590827768595317), 'U': np.float64(6630.5), 'p_mannwhitney': np.float64(0.00014795377862530663), 'cohens_d': np.float64(0.343556195843438)}","{'od_mean': np.float64(-0.1885173965561165), 'od_sd': np.float64(0.6317362069348466), 'os_mean': np.float64(0.13778255049216898), 'os_sd': np.float64(0.42534934187719886), 't': np.float64(-4.36321102322932), 'p_ttest': np.float64(2.0522763637932735e-05), 'U': np.float64(3152.0), 'p_mannwhitney': np.float64(4.023407704533538e-06), 'cohens_d': np.float64(-0.6164411844968796)}","{'od_mean': np.float64(0.3202258101437126), 'od_sd': np.float64(0.4383394076591496), 'os_mean': np.float64(0.5421395402590001), 'os_sd': np.float64(0.5952435231481965), 't': np.float64(-2.965597629215108), 'p_ttest': np.float64(0.0033885508248574924), 'U': np.float64(3619.0), 'p_mannwhitney': np.float64(0.0004986255586478383), 'cohens_d': np.float64(-0.4189842080893591)}"
